Product ID,Product Title,Product Type,Vendor,Product Tags,Primary Licensor
"1415291732062","Zeta Tau Alpha Everest Crewneck","Sweatshirts > Crewneck sweatshirts","Zeta Tau Alpha","_tab_size-chart-18000, Crewneck, DJ, Grey, Sweatshirt, Zeta Tau Alpha","Zeta Tau Alpha"
"1415291764830","Pi Beta Phi Born to Be Tee","Shirts > Short sleeve t-shirts","Pi Beta Phi","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Pi Beta Phi, Shirt, Tee","Pi Beta Phi"
"1415291797598","Alpha Chi Omega Born to Be Tee","Shirts > Short sleeve t-shirts","Alpha Chi Omega","_tab_size-chart-3001, Alpha Chi Omega, BOGO Tee, DJ, Grey, Shirt, Tee","Alpha Chi Omega"
"1415291830366","Alpha Delta Pi Born to Be Tee","Shirts > Short sleeve t-shirts","Alpha Delta Pi","_tab_size-chart-3001, Alpha Delta Pi, BOGO Tee, DJ, Grey, Shirt, Tee","Alpha Delta Pi"
"1415291863134","Alpha Epsilon Phi  Born to Be Tee","Shirts > Short sleeve t-shirts","Alpha Epsilon Phi","_tab_size-chart-3001, Alpha Epsilon Phi, BOGO Tee, DJ, Grey, Shirt, Tee","Alpha Epsilon Phi"
"1415291895902","Alpha Phi Born to Be Tee","Shirts > Short sleeve t-shirts","Alpha Phi","_tab_size-chart-3001, Alpha Phi, BOGO Tee, DJ, Grey, Shirt, Tee","Alpha Phi"
"1415291928670","Alpha Omicron Pi Born to Be Tee","Shirts > Short sleeve t-shirts","Alpha Omicron Pi","_tab_size-chart-3001, Alpha Omicron Pi, BOGO Tee, DJ, Grey, Shirt, Tee","Alpha Omicron Pi"
"1415291994206","Alpha Xi Delta Born to Be Tee","Shirts > Short sleeve t-shirts","Alpha Xi Delta","_tab_size-chart-3001, Alpha Xi Delta, BOGO Tee, DJ, Grey, Shirt, Tee","Alpha Xi Delta"
"1415292158046","Chi Omega Born to Be Tee","Shirts > Short sleeve t-shirts","Chi Omega","_tab_size-chart-3001, BOGO Tee, Chi Omega, DJ, Grey, Shirt, Tee","Chi Omega"
"1415292256350","Delta Delta Delta Born to Be Tee","Shirts > Short sleeve t-shirts","Delta Delta Delta","_tab_size-chart-3001, BOGO Tee, Delta Delta Delta, DJ, Grey, Shirt, Tee","Delta Delta Delta"
"1415292289118","Delta Gamma Born to Be Tee","Shirts > Short sleeve t-shirts","Delta Gamma","_tab_size-chart-3001, BOGO Tee, Delta Gamma, DJ, Grey, Shirt, Tee","Delta Gamma"
"1415292321886","Delta Zeta Born to Be Tee","Shirts > Short sleeve t-shirts","Delta Zeta","_tab_size-chart-3001, BOGO Tee, Delta Zeta, DJ, Grey, Shirt, Tee","Delta Zeta"
"1415292354654","Gamma Phi Beta Born to Be Tee","Shirts > Short sleeve t-shirts","Gamma Phi Beta","_tab_size-chart-3001, BOGO Tee, DJ, Gamma Phi Beta, Grey, Shirt, Tee","Gamma Phi Beta"
"1415292420190","Kappa Alpha Theta Born to Be Tee","Shirts > Short sleeve t-shirts","Kappa Alpha Theta","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Kappa Alpha Theta, Shirt, Tee","Kappa Alpha Theta"
"1415292452958","Kappa Delta Born to Be Tee","Shirts > Short sleeve t-shirts","Kappa Delta","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Kappa Delta, Shirt, Tee","Kappa Delta"
"1415292485726","Kappa Kappa Gamma Born to Be Tee","Shirts > Short sleeve t-shirts","Kappa Kappa Gamma","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Kappa Kappa Gamma, Shirt, Tee","Kappa Kappa Gamma"
"1415292518494","Sigma Delta Tau Born to Be Tee","Shirts > Short sleeve t-shirts","Sigma Delta Tau","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Shirt, Sigma Delta Tau, Tee","Sigma Delta Tau"
"1415292551262","Sigma Kappa Born to Be Tee","Shirts > Short sleeve t-shirts","Sigma Kappa","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Shirt, Sigma Kappa, Tee","Sigma Kappa"
"1415292584030","Zeta Tau Alpha Born to Be Tee","Shirts > Short sleeve t-shirts","Zeta Tau Alpha","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Shirt, Tee, Zeta Tau Alpha","Zeta Tau Alpha"
"1415292682334","Gamma Phi Beta Daytona Ringer","Shirts > Short sleeve t-shirts","Gamma Phi Beta","90s, _tab_size-chart-988, BOGO Tee, DJ, Gamma Phi Beta, Shirt, Tee, White","Gamma Phi Beta"
"1415292747870","Alpha Chi Omega Daytona Ringer","Shirts > Short sleeve t-shirts","Alpha Chi Omega","90s, _tab_size-chart-988, Alpha Chi Omega, BOGO Tee, DJ, Shirt, Tee, White","Alpha Chi Omega"
"1415292780638","Alpha Delta Pi Daytona Ringer","Shirts > Short sleeve t-shirts","Alpha Delta Pi","90s, _tab_size-chart-988, Alpha Delta Pi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Delta Pi"
"1415292813406","Alpha Epsilon PhiDaytona Ringer","Shirts > Short sleeve t-shirts","Alpha Epsilon Phi","90s, _tab_size-chart-988, Alpha Epsilon Phi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Epsilon Phi"
"1415292846174","Alpha Phi Daytona Ringer","Shirts > Short sleeve t-shirts","Alpha Phi","90s, _tab_size-chart-988, Alpha Phi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Phi"
"1415292878942","Alpha Omicron Pi Daytona Ringer","Shirts > Short sleeve t-shirts","Alpha Omicron Pi","90s, _tab_size-chart-988, Alpha Omicron Pi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Omicron Pi"
"1415292911710","Alpha Xi Delta Daytona Ringer","Shirts > Short sleeve t-shirts","Alpha Xi Delta","90s, _tab_size-chart-988, Alpha Xi Delta, BOGO Tee, DJ, Shirt, Tee, White","Alpha Xi Delta"
"1415292944478","Chi Omega Daytona Ringer","Shirts > Short sleeve t-shirts","Chi Omega","90s, _tab_size-chart-988, BOGO Tee, Chi Omega, DJ, Shirt, Tee, White","Chi Omega"
"1415292977246","Delta Delta Delta Daytona Ringer","Shirts > Short sleeve t-shirts","Delta Delta Delta","90s, _tab_size-chart-988, BOGO Tee, Delta Delta Delta, DJ, Shirt, Tee, White","Delta Delta Delta"
"1415293010014","Delta Gamma Daytona Ringer","Shirts > Short sleeve t-shirts","Delta Gamma","90s, _tab_size-chart-988, BOGO Tee, Delta Gamma, DJ, Shirt, Tee, White","Delta Gamma"
"1415293075550","Delta Zeta Daytona Ringer","Shirts > Short sleeve t-shirts","Delta Zeta","90s, _tab_size-chart-988, BOGO Tee, Delta Zeta, DJ, Shirt, Tee, White","Delta Zeta"
"1415293108318","Kappa Alpha Theta Daytona Ringer","Shirts > Short sleeve t-shirts","Kappa Alpha Theta","90s, _tab_size-chart-988, BOGO Tee, DJ, Kappa Alpha Theta, Shirt, Tee, White","Kappa Alpha Theta"
"1415293141086","Kappa Kappa Gamma Daytona Ringer","Shirts > Short sleeve t-shirts","Kappa Kappa Gamma","90s, _tab_size-chart-988, BOGO Tee, DJ, Kappa Kappa Gamma, Shirt, Tee, White","Kappa Kappa Gamma"
"1415293173854","Pi Beta Phi Daytona Ringer","Shirts > Short sleeve t-shirts","Pi Beta Phi","90s, _tab_size-chart-988, BOGO Tee, DJ, Pi Beta Phi, Shirt, Tee, White","Pi Beta Phi"
"1415293206622","Sigma Delta Tau Daytona Ringer","Shirts > Short sleeve t-shirts","Sigma Delta Tau","90s, _tab_size-chart-988, BOGO Tee, DJ, Shirt, Sigma Delta Tau, Tee, White","Sigma Delta Tau"
"1415293370462","Sigma Kappa Daytona Ringer","Shirts > Short sleeve t-shirts","Sigma Kappa","90s, _tab_size-chart-988, BOGO Tee, DJ, Shirt, Sigma Kappa, Tee, White","Sigma Kappa"
"1415293468766","Zeta Tau Alpha Daytona Ringer","Shirts > Short sleeve t-shirts","Zeta Tau Alpha","90s, _tab_size-chart-988, BOGO Tee, DJ, Shirt, Tee, White, Zeta Tau Alpha","Zeta Tau Alpha"
"1415293960286","Kappa Delta Daytona Ringer","Shirts > Short sleeve t-shirts","Kappa Delta","90s, _tab_size-chart-988, BOGO Tee, DJ, Kappa Delta, Shirt, Tee, White","Kappa Delta"
"1416583643230","UNH AXO Bid Day Tank","Shirts > Tank tops","Alpha Chi Omega (Private)","campaign_past_campaign, private_product","Alpha Chi Omega"
"1418592419934","Sigma Chi GWU Rush Shirts","Shirts > Short sleeve t-shirts","Sigma Chi (Private)","Apparel (Private), campaign_past_campaign, private_product","Sigma Chi"
"1419212259422","USC Theta Red Gameday Tank","Shirts > Tank tops","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419219730526","USC Theta Gameday Halter Top","Shirts > Halter tops","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419231559774","USC Theta Kite On Tank","Shirts > Tank tops","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419241652318","USC Theta Bucket Hat","Headwear > Bucket hats","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419263803486","USC Theta Cheer Skirt","Skirts and Skorts > Skirts","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419276943454","USC Theta Jersey","Shirts > Jerseys","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419284840542","Theta Theta Theta Halter","Shirts > Halter tops","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419295621214","USC Theta Gameday Shorts","Apparel > Shorts","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419311579230","USC Theta Tie Dye Tank","Shirts > Tank tops","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419319574622","USC Theta Fannypack","Bags > Fanny packs","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419408605278","Chap DG Sunny Tee","Shirts > Short sleeve t-shirts","Delta Gamma (Private)","Apparel (Private), campaign_past_campaign, private_product","Delta Gamma"
"1419413913694","Chap DG Prism Stripe Tee","Shirts > Short sleeve t-shirts","Delta Gamma (Private)","Apparel (Private), campaign_past_campaign, private_product","Delta Gamma"
"1419464310878","USC Theta Overalls","Apparel > Overalls","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1419471028318","USC Theta Socks","Apparel > Socks","Kappa Alpha Theta (Private)","Apparel (Private), campaign_pre_order, private_product","Kappa Alpha Theta"
"1420291473502","IUS Alpha Phi Pocket Tee","Shirts > Short sleeve t-shirts","Alpha Phi (Private)","campaign_past_campaign, private_product","Alpha Phi"
"1422190215262","Chi Omega - URI Hang Loose Tee","Shirts > Short sleeve t-shirts","Chi Omega","Apparel (Private), campaign_past_campaign, private_product","Chi Omega"
"1422228717662","Alpha Chi Omega OG Tee","Shirts > Short sleeve t-shirts","Alpha Chi Omega","_tab_size-chart-3001, Alpha Chi Omega, BOGO Tee, DJ, Shirt, Tee, White","Alpha Chi Omega"
"1422228750430","Alpha Delta Pi OG Tee","Shirts > Short sleeve t-shirts","Alpha Delta Pi","_tab_size-chart-3001, Alpha Delta Pi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Delta Pi"
"1422228783198","Alpha Epsilon Phi  OG Tee","Shirts > Short sleeve t-shirts","Alpha Epsilon Phi","_tab_size-chart-3001, Alpha Epsilon Phi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Epsilon Phi"
"1422228815966","Alpha Phi OG Tee","Shirts > Short sleeve t-shirts","Alpha Phi","_tab_size-chart-3001, Alpha Phi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Phi"
"1422228848734","Alpha Xi Delta OG Tee","Shirts > Short sleeve t-shirts","Alpha Xi Delta","_tab_size-chart-3001, Alpha Xi Delta, BOGO Tee, DJ, Shirt, Tee, White","Alpha Xi Delta"
"1422228881502","Chi Omega OG Tee","Shirts > Short sleeve t-shirts","Chi Omega","_tab_size-chart-3001, BOGO Tee, Chi Omega, DJ, Shirt, Tee, White","Chi Omega"
"1422228914270","Delta Delta Delta OG Tee","Shirts > Short sleeve t-shirts","Delta Delta Delta","_tab_size-chart-3001, BOGO Tee, Delta Delta Delta, DJ, Shirt, Tee, White","Delta Delta Delta"
"1422228947038","Delta Gamma OG Tee","Shirts > Short sleeve t-shirts","Delta Gamma","_tab_size-chart-3001, BOGO Tee, Delta Gamma, DJ, Shirt, Tee, White","Delta Gamma"
"1422228979806","Delta Zeta OG Tee","Shirts > Short sleeve t-shirts","Delta Zeta","_tab_size-chart-3001, BOGO Tee, Delta Zeta, DJ, Shirt, Tee, White","Delta Zeta"
"1422229012574","Gamma Phi Beta OG Tee","Shirts > Short sleeve t-shirts","Gamma Phi Beta","_tab_size-chart-3001, BOGO Tee, DJ, Gamma Phi Beta, Shirt, Tee, White","Gamma Phi Beta"
"1422229045342","Kappa Alpha Theta OG Tee","Shirts > Short sleeve t-shirts","Kappa Alpha Theta","_tab_size-chart-3001, BOGO Tee, DJ, Kappa Alpha Theta, Shirt, Tee, White","Kappa Alpha Theta"
"1422229143646","Kappa Delta OG Tee","Shirts > Short sleeve t-shirts","Kappa Delta","_tab_size-chart-3001, BOGO Tee, DJ, Kappa Delta, Shirt, Tee, White","Kappa Delta"
"1422229176414","Kappa Kappa Gamma OG Tee","Shirts > Short sleeve t-shirts","Kappa Kappa Gamma","_tab_size-chart-3001, BOGO Tee, DJ, Kappa Kappa Gamma, Shirt, Tee, White","Kappa Kappa Gamma"
"1422229209182","Pi Beta Phi OG Tee","Shirts > Short sleeve t-shirts","Pi Beta Phi","_tab_size-chart-3001, BOGO Tee, DJ, Pi Beta Phi, Shirt, Tee, White","Pi Beta Phi"
"1422229241950","Sigma Delta Tau OG Tee","Shirts > Short sleeve t-shirts","Sigma Delta Tau","_tab_size-chart-3001, BOGO Tee, DJ, Shirt, Sigma Delta Tau, Tee, White","Sigma Delta Tau"
"1422229307486","Sigma Kappa OG Tee","Shirts > Short sleeve t-shirts","Sigma Kappa","_tab_size-chart-3001, BOGO Tee, DJ, Shirt, Sigma Kappa, Tee, White","Sigma Kappa"
"1422229340254","Zeta Tau Alpha OG Tee","Shirts > Short sleeve t-shirts","Zeta Tau Alpha","_tab_size-chart-3001, BOGO Tee, DJ, Shirt, Tee, White, Zeta Tau Alpha","Zeta Tau Alpha"
"1422229438558","Delta Phi Epsilon OG Tee","Shirts > Short sleeve t-shirts","Delta Phi Epsilon","_tab_size-chart-3001, BOGO Tee, Delta Phi Epsilon, DJ, Shirt, Tee, White","Delta Phi Epsilon"
"1422229471326","Kappa Alpha Theta Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Kappa Alpha Theta","90s, _tab_size-chart-18000, Crewneck, DJ, Grey, Kappa Alpha Theta, Sweatshirt","Kappa Alpha Theta"
"1422229504094","Alpha Chi Omega Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Chi Omega","90s, _tab_size-chart-18000, Alpha Chi Omega, Crewneck, DJ, Grey, Sweatshirt","Alpha Chi Omega"
"1422229536862","Alpha Delta Pi Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Delta Pi","90s, _tab_size-chart-18000, Alpha Delta Pi, Crewneck, DJ, Grey, Sweatshirt","Alpha Delta Pi"
"1422229602398","Alpha Epsilon Phi  Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Epsilon Phi","90s, _tab_size-chart-18000, Alpha Epsilon Phi, Crewneck, DJ, Grey, Sweatshirt","Alpha Epsilon Phi"
"1422229667934","Alpha Phi Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Phi","90s, _tab_size-chart-18000, Alpha Phi, Crewneck, DJ, Grey, Sweatshirt","Alpha Phi"
"1422229700702","Alpha Omicron Pi Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Omicron Pi","90s, _tab_size-chart-18000, Alpha Omicron Pi, Crewneck, DJ, Grey, Sweatshirt","Alpha Omicron Pi"
"1422229733470","Alpha Xi Delta Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Xi Delta","90s, _tab_size-chart-18000, Alpha Xi Delta, Crewneck, DJ, Grey, Sweatshirt","Alpha Xi Delta"
"1422229864542","Chi Omega Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Chi Omega","90s, _tab_size-chart-18000, Chi Omega, Crewneck, DJ, Grey, Sweatshirt","Chi Omega"
"1422229897310","Delta Delta Delta Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Delta Delta Delta","90s, _tab_size-chart-18000, Crewneck, Delta Delta Delta, DJ, Grey, Sweatshirt","Delta Delta Delta"
"1422229930078","Delta Gamma Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Delta Gamma","90s, _tab_size-chart-18000, Crewneck, Delta Gamma, DJ, Grey, Sweatshirt","Delta Gamma"
"1422229962846","Delta Phi Epsilon Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Delta Phi Epsilon","90s, _tab_size-chart-18000, Crewneck, Delta Phi Epsilon, DJ, Grey, Sweatshirt","Delta Phi Epsilon"
"1422229995614","Delta Zeta Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Delta Zeta","90s, _tab_size-chart-18000, Crewneck, Delta Zeta, DJ, Grey, Sweatshirt","Delta Zeta"
"1422230028382","Gamma Phi Beta Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Gamma Phi Beta","90s, _tab_size-chart-18000, Crewneck, DJ, Gamma Phi Beta, Grey, Sweatshirt","Gamma Phi Beta"
"1422230061150","Kappa Delta Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Kappa Delta","90s, _tab_size-chart-18000, Crewneck, DJ, Grey, Kappa Delta, Sweatshirt","Kappa Delta"
"1422230126686","Kappa Kappa Gamma Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Kappa Kappa Gamma","90s, _tab_size-chart-18000, Crewneck, DJ, Grey, Kappa Kappa Gamma, Sweatshirt","Kappa Kappa Gamma"
"1422230159454","Pi Beta Phi Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Pi Beta Phi","90s, _tab_size-chart-18000, Crewneck, DJ, Grey, Pi Beta Phi, Sweatshirt","Pi Beta Phi"
"1422230192222","Sigma Delta Tau Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Sigma Delta Tau","90s, _tab_size-chart-18000, Crewneck, DJ, Grey, Sigma Delta Tau, Sweatshirt","Sigma Delta Tau"
"1422230224990","Sigma Kappa Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Sigma Kappa","90s, _tab_size-chart-18000, Crewneck, DJ, Grey, Sigma Kappa, Sweatshirt","Sigma Kappa"
"1422230290526","Zeta Tau Alpha Big Year Crewneck","Sweatshirts > Crewneck sweatshirts","Zeta Tau Alpha","90s, _tab_size-chart-18000, Crewneck, DJ, Grey, Sweatshirt, Zeta Tau Alpha","Zeta Tau Alpha"
"1422230323294","Alpha Chi Omega Wild Cherry Tee","Shirts > Short sleeve t-shirts","Alpha Chi Omega","_tab_size-chart-3600, Alpha Chi Omega, BOGO Tee, DJ, Shirt, Tee, White","Alpha Chi Omega"
"1422230356062","Alpha Delta Pi Wild Cherry Tee","Shirts > Short sleeve t-shirts","Alpha Delta Pi","_tab_size-chart-3600, Alpha Delta Pi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Delta Pi"
"1422230388830","Alpha Epsilon Phi  Wild Cherry Tee","Shirts > Short sleeve t-shirts","Alpha Epsilon Phi","_tab_size-chart-3600, Alpha Epsilon Phi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Epsilon Phi"
"1422230454366","Alpha Phi Wild Cherry Tee","Shirts > Short sleeve t-shirts","Alpha Phi","_tab_size-chart-3600, Alpha Phi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Phi"
"1422230519902","Alpha Omicron Pi Wild Cherry Tee","Shirts > Short sleeve t-shirts","Alpha Omicron Pi","_tab_size-chart-3600, Alpha Omicron Pi, BOGO Tee, DJ, Shirt, Tee, White","Alpha Omicron Pi"
"1422230552670","Alpha Xi Delta Wild Cherry Tee","Shirts > Short sleeve t-shirts","Alpha Xi Delta","_tab_size-chart-3600, Alpha Xi Delta, BOGO Tee, DJ, Shirt, Tee, White","Alpha Xi Delta"
"1422230683742","Chi Omega Wild Cherry Tee","Shirts > Short sleeve t-shirts","Chi Omega","_tab_size-chart-3600, BOGO Tee, Chi Omega, DJ, Shirt, Tee, White","Chi Omega"
"1422230749278","Delta Delta Delta Wild Cherry Tee","Shirts > Short sleeve t-shirts","Delta Delta Delta","_tab_size-chart-3600, BOGO Tee, Delta Delta Delta, DJ, Shirt, Tee, White","Delta Delta Delta"
"1422230814814","Delta Gamma Wild Cherry Tee","Shirts > Short sleeve t-shirts","Delta Gamma","_tab_size-chart-3600, BOGO Tee, Delta Gamma, DJ, Shirt, Tee, White","Delta Gamma"
"1422230880350","Delta Zeta Wild Cherry Tee","Shirts > Short sleeve t-shirts","Delta Zeta","_tab_size-chart-3600, BOGO Tee, Delta Zeta, DJ, Shirt, Tee, White","Delta Zeta"
"1422230945886","Gamma Phi Beta Wild Cherry Tee","Shirts > Short sleeve t-shirts","Gamma Phi Beta","_tab_size-chart-3600, BOGO Tee, DJ, Gamma Phi Beta, Shirt, Tee, White","Gamma Phi Beta"
"1422231175262","Kappa Alpha Theta Wild Cherry Tee","Shirts > Short sleeve t-shirts","Kappa Alpha Theta","_tab_size-chart-3600, BOGO Tee, DJ, Kappa Alpha Theta, Shirt, Tee, White","Kappa Alpha Theta"
"1422231273566","Kappa Delta Wild Cherry Tee","Shirts > Short sleeve t-shirts","Kappa Delta","_tab_size-chart-3600, BOGO Tee, DJ, Kappa Delta, Shirt, Tee, White","Kappa Delta"
"1422231339102","Kappa Kappa Gamma Wild Cherry Tee","Shirts > Short sleeve t-shirts","Kappa Kappa Gamma","_tab_size-chart-3600, BOGO Tee, DJ, Kappa Kappa Gamma, Shirt, Tee, White","Kappa Kappa Gamma"
"1422231404638","Pi Beta Phi Wild Cherry Tee","Shirts > Short sleeve t-shirts","Pi Beta Phi","_tab_size-chart-3600, BOGO Tee, DJ, Pi Beta Phi, Shirt, Tee, White","Pi Beta Phi"
"1422231470174","Sigma Delta Tau Wild Cherry Tee","Shirts > Short sleeve t-shirts","Sigma Delta Tau","_tab_size-chart-3600, BOGO Tee, DJ, Shirt, Sigma Delta Tau, Tee, White","Sigma Delta Tau"
"1422231535710","Sigma Kappa Wild Cherry Tee","Shirts > Short sleeve t-shirts","Sigma Kappa","_tab_size-chart-3600, BOGO Tee, DJ, Shirt, Sigma Kappa, Tee, White","Sigma Kappa"
"1422231601246","Zeta Tau Alpha Wild Cherry Tee","Shirts > Short sleeve t-shirts","Zeta Tau Alpha","_tab_size-chart-3600, BOGO Tee, DJ, Shirt, Tee, White, Zeta Tau Alpha","Zeta Tau Alpha"
"1422231634014","Delta Phi Epsilon Wild Cherry Tee","Shirts > Short sleeve t-shirts","Delta Phi Epsilon","_tab_size-chart-3600, BOGO Tee, Delta Phi Epsilon, DJ, Shirt, Tee, White","Delta Phi Epsilon"
"1422394851422","Zeta Tau Alpha All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Red. America, Shirt, T6, Tee, Zeta Tau Alpha","Zeta Tau Alpha"
"1422394884190","Pi Beta Phi All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Pi Beta Phi, Red. America, Shirt, T6, Tee","Pi Beta Phi"
"1422394916958","Kappa Kappa Gamma All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Kappa Kappa Gamma, Red. America, Shirt, T6, Tee","Kappa Kappa Gamma"
"1422394949726","Kappa Delta All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Kappa Delta, Red. America, Shirt, T6, Tee","Kappa Delta"
"1422394982494","Kappa Alpha Theta All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Kappa Alpha Theta, Red. America, Shirt, T6, Tee","Kappa Alpha Theta"
"1422395015262","Gamma Phi Beta All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Gamma Phi Beta, Red. America, Shirt, T6, Tee","Gamma Phi Beta"
"1422395048030","Delta Phi Epsilon All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","America, Delta Phi Epsilon, Red. America, Shirt, T6, Tee","Delta Phi Epsilon"
"1422395080798","Delta Gamma All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Delta Gamma, Red. America, Shirt, T6, Tee","Delta Gamma"
"1422395113566","Delta Delta Delta All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Delta Delta Delta, Red. America, Shirt, T6, Tee","Delta Delta Delta"
"1422395146334","Chi Omega All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Chi Omega, Red. America, Shirt, T6, Tee","Chi Omega"
"1422395211870","Alpha Chi Omega All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, Alpha Chi Omega, America, Red. America, Shirt, T6, Tee","Alpha Chi Omega"
"1422395277406","Alpha Xi Delta All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, Alpha Xi Delta, America, Red. America, Shirt, T6, Tee","Alpha Xi Delta"
"1422395342942","Alpha Phi All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, Alpha Phi, America, Red. America, Shirt, T6, Tee","Alpha Phi"
"1422395408478","Alpha Omicron Pi All-Star Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, Alpha Omicron Pi, America, Red. America, Shirt, T6, Tee","Alpha Omicron Pi"
"1422395474014","Alpha Omicron Pi National Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, Alpha Omicron Pi, America, Blue, Shirt, T6, Tee","Alpha Omicron Pi"
"1422395506782","Alpha Phi National Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, Alpha Phi, America, Blue, Shirt, T6, Tee","Alpha Phi"
"1422395539550","Alpha Xi Delta National Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, Alpha Xi Delta, America, Blue, Shirt, T6, Tee","Alpha Xi Delta"
"1422395572318","Alpha Chi Omega National Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, Alpha Chi Omega, America, Blue, Shirt, T6, Tee","Alpha Chi Omega"
"1422395605086","Chi Omega National Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Blue, Chi Omega, Shirt, T6, Tee","Chi Omega"
"1422395637854","Delta Delta Delta National Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Blue, Delta Delta Delta, Shirt, T6, Tee","Delta Delta Delta"
"1422395670622","Delta Gamma National Boyfriend Tee","Shirts > Short sleeve t-shirts","Through6","_tab_size-chart-264, America, Blue, Delta Gamma, Shirt, T6, Tee","Delta Gamma"
